336
0,1.114035,4.379310,85
1,1.162162,3.909091,85
2,1.220183,3.410256,86
3,1.277778,3.136364,88
4,1.339623,2.840000,89
5,1.413462,2.625000,90
6,1.480392,2.435484,92
7,1.550000,2.279412,93
8,1.622449,2.148649,94
9,1.697917,2.037500,95
10,1.795699,1.941860,95
11,1.868132,1.847826,97
12,1.977273,1.793814,97
13,2.070588,1.708738,97
14,2.182927,1.657407,98
15,2.397436,1.558333,100
16,1.131707,4.377358,154
17,1.157635,4.122807,154
18,1.182266,3.809524,156
19,1.212871,3.602941,158
20,1.242574,3.346667,161
21,1.278607,3.172839,163
22,1.306931,3.034483,167
23,1.345000,2.892473,168
24,1.370000,2.767677,170
25,1.407035,2.641510,172
26,1.439394,2.544643,174
27,1.472081,2.457627,176
28,1.505102,2.379032,178
29,1.538462,2.307692,180
30,1.575130,2.235294,181
31,1.609375,2.176056,182
32,1.638743,2.114865,184
33,1.682540,2.078431,185
34,1.721925,2.025157,186
35,1.756757,1.981707,188
36,1.792350,1.929412,188
37,1.828729,1.891429,189
38,1.882023,1.861111,190
39,1.914773,1.811828,190
40,1.971098,1.776042,191
41,2.005848,1.750000,191
42,2.059524,1.712871,192
43,2.109091,1.681159,192
44,2.154321,1.654028,192
45,2.207547,1.617512,192
46,2.262820,1.590090,192
47,2.386667,1.549784,192
48,1.163142,4.375000,252
49,1.172107,4.202127,258
50,1.191740,4.040000,262
51,1.210059,3.858490,264
52,1.226190,3.711712,265
53,1.239766,3.563025,272
54,1.258721,3.436508,276
55,1.278592,3.328244,276
56,1.294798,3.223022,282
57,1.314869,3.131944,283
58,1.331395,3.033113,286
59,1.344828,2.962025,292
60,1.360000,2.902439,295
61,1.375000,2.830409,299
62,1.392045,2.768362,302
63,1.408571,2.708791,303
64,1.424501,2.645503,306
65,1.436620,2.602041,311
66,1.452247,2.559406,315
67,1.473088,2.512077,315
68,1.485876,2.469484,318
69,1.500000,2.427273,322
70,1.514045,2.384956,324
71,1.529577,2.350649,325
72,1.550847,2.316456,328
73,1.563380,2.283951,331
74,1.578652,2.257028,334
75,1.591549,2.224409,335
76,1.608451,2.196154,337
77,1.624294,2.169811,339
78,1.639205,2.137037,339
79,1.654391,2.108303,342
80,1.672365,2.088968,343
81,1.687500,2.062500,346
82,1.700855,2.044521,347
83,1.715100,2.020134,350
84,1.737752,2.003322,349
85,1.751445,1.986885,350
86,1.763689,1.955272,353
87,1.785507,1.937107,354
88,1.807018,1.919255,354
89,1.824047,1.902141,355
90,1.840708,1.879518,355
91,1.860534,1.860534,356
92,1.874251,1.852071,355
93,1.897898,1.831884,357
94,1.915151,1.816092,356
95,1.935780,1.803419,356
96,1.953988,1.784314,358
97,1.975309,1.763085,358
98,2.000000,1.752747,356
99,2.015773,1.736413,356
100,2.044445,1.717333,358
101,2.070513,1.704486,358
102,2.087662,1.692105,355
103,2.111842,1.676240,354
104,2.140000,1.663212,353
105,2.168350,1.647059,353
106,2.191126,1.633588,351
107,2.224914,1.619647,350
108,2.249123,1.606516,348
109,2.284698,1.589109,347
110,2.323741,1.571776,348
111,2.377778,1.554479,344
112,1.199482,4.327103,299
113,1.199513,4.213675,319
114,1.215159,4.073771,320
115,1.226829,3.929688,323
116,1.237410,3.794118,330
117,1.261194,3.647482,322
118,1.261072,3.582782,344
119,1.286408,3.464052,334
120,1.292453,3.382716,345
121,1.311905,3.299401,345
122,1.323113,3.224138,351
123,1.338061,3.144444,353
124,1.347418,3.069519,357
125,1.349887,3.035533,372
126,1.361798,2.970588,376
127,1.370536,2.923810,380
128,1.387387,2.865116,380
129,1.396896,2.825112,388
130,1.404396,2.778261,393
131,1.416122,2.742616,398
132,1.432372,2.691667,394
133,1.444690,2.654472,398
134,1.443011,2.631372,409
135,1.462882,2.586873,406
136,1.464819,2.563433,417
137,1.476596,2.532847,420
138,1.492441,2.494585,417
139,1.495781,2.470383,428
140,1.503158,2.445205,430
141,1.519149,2.412162,428
142,1.520833,2.393443,438
143,1.531250,2.370968,440
144,1.546414,2.341853,438
145,1.550725,2.333333,447
146,1.557851,2.305810,449
147,1.568182,2.286144,451
148,1.581250,2.265672,450
149,1.587629,2.251462,456
150,1.598753,2.228986,455
151,1.609148,2.211429,457
152,1.612705,2.192201,464
153,1.619632,2.175824,467
154,1.631148,2.157182,468
155,1.636735,2.138667,472
156,1.648760,2.128000,468
157,1.658436,2.109948,472
