336
0,1.118644,3.384615,87
1,1.155172,3.045455,88
2,1.208696,2.780000,90
3,1.256637,2.581818,91
4,1.303571,2.393443,93
5,1.363636,2.272727,94
6,1.416667,2.125000,94
7,1.471698,2.025974,95
8,1.528846,1.939024,96
9,1.588235,1.840909,97
10,1.656566,1.763441,97
11,1.711340,1.693878,98
12,1.778947,1.640777,98
13,1.858696,1.598131,98
14,1.943820,1.530973,99
15,2.094118,1.459016,100
16,1.119266,3.342466,162
17,1.142857,3.179487,163
18,1.171296,3.011905,166
19,1.194444,2.866667,168
20,1.222222,2.750000,170
21,1.245370,2.637255,172
22,1.274419,2.537037,174
23,1.295775,2.442478,175
24,1.320755,2.352941,176
25,1.350711,2.280000,178
26,1.371429,2.215385,179
27,1.395238,2.154412,182
28,1.423077,2.099291,183
29,1.451456,2.047945,183
30,1.473171,2.000000,184
31,1.502463,1.955128,185
32,1.532338,1.913043,186
33,1.557789,1.878788,187
34,1.580808,1.830409,188
35,1.615385,1.800000,188
36,1.637306,1.755556,188
37,1.673684,1.728261,188
38,1.711230,1.702128,188
39,1.740541,1.668394,189
40,1.774725,1.639594,189
41,1.800000,1.603960,189
42,1.846591,1.577670,188
43,1.884393,1.552381,187
44,1.923529,1.528037,187
45,1.969880,1.500000,186
46,2.006135,1.472973,186
47,2.075472,1.434783,186
48,1.131367,3.271318,279
49,1.147059,3.177778,282
50,1.159151,3.099291,287
51,1.169713,3.006711,293
52,1.182292,2.929032,296
53,1.200528,2.843750,295
54,1.209845,2.779762,302
55,1.224806,2.724138,306
56,1.238342,2.670391,307
57,1.250000,2.607527,311
58,1.262887,2.552083,313
59,1.275773,2.512690,315
60,1.285347,2.463054,318
61,1.298969,2.423077,319
62,1.312662,2.384977,321
63,1.324742,2.347032,324
64,1.337662,2.299107,324
65,1.347938,2.273913,328
66,1.363636,2.234043,328
67,1.372093,2.203320,331
68,1.385417,2.171429,330
69,1.399478,2.144000,332
70,1.409922,2.117647,334
71,1.419271,2.088123,337
72,1.432292,2.067669,339
73,1.447368,2.037037,338
74,1.460317,2.007273,339
75,1.470899,1.992832,340
76,1.482759,1.968310,341
77,1.494681,1.944637,343
78,1.504000,1.924915,343
79,1.517333,1.909396,345
80,1.530997,1.887043,344
81,1.540541,1.868852,344
82,1.552845,1.848387,345
83,1.568306,1.828025,345
84,1.578082,1.805643,346
85,1.593407,1.795666,348
86,1.607735,1.779817,348
87,1.617729,1.764350,349
88,1.634078,1.746269,348
89,1.646067,1.728614,348
90,1.662889,1.716374,348
91,1.677143,1.696532,347
92,1.692529,1.678063,348
93,1.704348,1.661017,347
94,1.720588,1.647887,344
95,1.741840,1.635098,344
96,1.752976,1.618132,345
97,1.770393,1.601093,343
98,1.783537,1.585366,341
99,1.803077,1.571046,341
100,1.825000,1.557333,339
101,1.842767,1.542105,340
102,1.856688,1.530184,337
103,1.877419,1.515625,336
104,1.902280,1.505155,336
105,1.924092,1.487245,334
106,1.943333,1.479695,334
107,1.966216,1.462312,333
108,1.989726,1.452500,331
109,2.013937,1.437811,329
110,2.031690,1.421182,328
111,2.079710,1.396594,324
112,1.139241,3.214286,356
113,1.148847,3.149425,360
114,1.161765,3.072222,363
115,1.169772,3.021390,370
116,1.176000,2.969697,384
117,1.190184,2.895522,379
118,1.201232,2.839806,379
119,1.206759,2.797235,393
120,1.214567,2.766816,399
121,1.223735,2.722944,406
122,1.234834,2.662447,406
123,1.248996,2.613445,398
124,1.257485,2.571429,403
125,1.264822,2.539683,409
126,1.271654,2.503876,412
127,1.276062,2.484962,421
128,1.282983,2.457875,426
129,1.300589,2.407273,419
130,1.304854,2.382979,425
131,1.311069,2.368966,434
132,1.322330,2.332192,429
133,1.331395,2.305369,432
134,1.341085,2.283828,434
135,1.340265,2.272436,445
136,1.353846,2.242038,441
137,1.352612,2.237654,454
138,1.362101,2.213415,453
139,1.376200,2.179331,447
140,1.381404,2.166667,453
141,1.391969,2.141176,452
142,1.396947,2.121739,454
143,1.400000,2.107955,460
144,1.406367,2.097765,466
145,1.417143,2.072423,460
146,1.424762,2.054945,462
147,1.433206,2.040761,463
148,1.434211,2.034667,470
149,1.445920,2.015873,468
150,1.452471,1.994778,470
151,1.454034,1.987180,476
152,1.461538,1.977157,478
153,1.472590,1.957286,477
154,1.479167,1.947631,478
155,1.490421,1.925743,475
156,1.493359,1.919512,480
157,1.499044,1.898305,478
158,1.508671,1.886747,476
159,1.513359,1.879147,482
160,1.522073,1.865882,482
161,1.531008,1.850117,479
162,1.536538,1.841014,484
163,1.546875,1.824885,479
164,1.555773,1.815068,480
165,1.562992,1.800454,479
166,1.571146,1.786517,479
167,1.574219,1.783186,485
168,1.585462,1.773626,485
169,1.593688,1.760349,485
170,1.601190,1.750542,484
171,1.611670,1.737527,479
172,1.619433,1.724138,478
173,1.627767,1.717622,483
174,1.633065,1.705263,483
175,1.646817,1.695560,478
176,1.653608,1.684874,477
177,1.662500,1.676471,474
178,1.670807,1.667355,479
179,1.677686,1.660532,482
180,1.690377,1.648980,478
181,1.698718,1.635803,470
182,1.709677,1.625767,470
183,1.722944,1.617886,469
184,1.729614,1.608782,475
185,1.741866,1.599602,472
186,1.756579,1.589286,470
187,1.765625,1.575697,464
188,1.779510,1.569745,467
189,1.793651,1.557087,461
190,1.803612,1.551456,466
191,1.816705,1.535294,456
192,1.831382,1.527344,455
193,1.843972,1.517510,453
194,1.856802,1.507752,451
195,1.873810,1.501908,455
196,1.886747,1.491429,452
197,1.898263,1.473988,441
198,1.914216,1.470810,449
199,1.926582,1.455067,438
200,1.943445,1.445507,434
201,1.961440,1.436911,437
202,1.974026,1.425891,435
203,1.994667,1.413989,427
204,2.008108,1.401887,424
205,2.029570,1.398148,429
206,2.045822,1.390110,431
207,2.078212,1.367647,422
208,1.152672,3.162304,397
209,1.147513,3.155660,440
210,1.170455,3.029412,404
211,1.177449,2.990610,416
212,1.189591,2.922374,416
213,1.190227,2.914530,444
214,1.202873,2.851064,434
215,1.205882,2.821862,451
216,1.222423,2.747967,436
217,1.217172,2.749049,467
218,1.230375,2.700375,464
219,1.241739,2.644444,458
220,1.236842,2.647887,483
221,1.250420,2.601399,476
222,1.262351,2.555172,473
223,1.265101,2.530201,482
224,1.270181,2.519608,491
225,1.285714,2.462541,480
226,1.279935,2.471875,503
227,1.283654,2.449541,509
228,1.306914,2.391975,490
229,1.310000,2.374622,497
230,1.304976,2.370262,514
231,1.310897,2.350575,517
232,1.321543,2.328612,518
233,1.323248,2.308333,524
234,1.339374,2.270950,510
235,1.347611,2.253443,513
236,1.350163,2.240541,520
237,1.352657,2.228117,526
238,1.363192,2.202631,523
239,1.365385,2.195876,532
240,1.361934,2.198992,546
241,1.378422,2.161616,533
242,1.373643,2.171569,552
243,1.378882,2.150121,553
244,1.392971,2.121655,542
245,1.394322,2.109785,549
246,1.404120,2.099526,549
247,1.400929,2.099768,561
248,1.410377,2.076389,556
249,1.420635,2.057471,553
250,1.415123,2.056054,568
251,1.417565,2.044445,570
252,1.431711,2.026667,563
253,1.436421,2.015419,564
254,1.443218,2.002188,563
255,1.433846,1.991453,575
256,1.436923,1.978814,576
257,1.454403,1.963907,568
258,1.454545,1.953684,571
259,1.441041,1.940206,581
260,1.463108,1.929607,572
261,1.461059,1.922131,576
262,1.469388,1.910204,575
263,1.462016,1.893574,580
264,1.456923,1.878968,584
265,1.454824,1.866405,586
266,1.466770,1.857143,584
267,1.448328,1.836223,590
268,1.488189,1.845703,579
269,1.488994,1.831721,580
270,1.469136,1.809886,587
271,1.481308,1.804554,584
272,1.494488,1.804183,582
273,1.500000,1.798862,580
274,1.479814,1.774674,587
275,1.503165,1.779026,582
276,1.513557,1.773832,580
277,1.512739,1.762523,581
278,1.489860,1.733212,588
279,1.520000,1.746324,580
280,1.502362,1.722022,586
281,1.504732,1.709677,586
282,1.533011,1.718412,580
283,1.519108,1.697509,584
284,1.546341,1.704301,579
285,1.525559,1.678383,584
286,1.535370,1.675439,583
287,1.564145,1.686170,577
288,1.565789,1.673111,578
289,1.542811,1.643718,583
290,1.558824,1.644828,580
291,1.587646,1.656794,575
292,1.563011,1.621392,582
293,1.595638,1.636833,574
294,1.601010,1.628425,574
295,1.581126,1.599665,580
296,1.607083,1.609797,575
297,1.607083,1.596315,575
298,1.612521,1.588333,575
299,1.616949,1.579470,575
300,1.650435,1.594958,568
301,1.640275,1.570017,572
302,1.668430,1.584590,564
303,1.678508,1.575000,563
304,1.647668,1.536232,574
305,1.675485,1.547231,567
306,1.683186,1.538835,567
307,1.711434,1.550987,559
308,1.720292,1.545156,557
309,1.735185,1.543657,553
310,1.729433,1.523349,560
311,1.738490,1.515249,558
312,1.757009,1.516129,554
313,1.771863,1.512987,548
314,1.755556,1.485893,560
315,1.787763,1.496000,549
316,1.807466,1.493507,538
317,1.817289,1.484751,540
318,1.821569,1.476948,543
319,1.833992,1.468354,541
