336
0,1.451613,2.465753
1,1.556757,1.540107
2,1.622222,1.815920
3,1.555932,1.904564
4,1.447439,2.026415
5,1.419643,2.101322
6,1.391144,2.191860
7,1.346801,2.272727
8,1.304469,2.335000
9,1.265625,2.417910
10,1.229885,2.532544
11,1.183391,2.671875
12,1.167808,2.772358
13,1.136986,2.886956
14,1.101010,3.056075
15,1.078176,3.182692
16,1.640198,1.721354
17,1.622166,1.764384
18,1.602532,1.788136
19,1.579345,1.812139
20,1.563131,1.847761
21,1.534826,1.864048
22,1.511057,1.892308
23,1.476852,1.893175
24,1.466507,1.946032
25,1.442857,1.973941
26,1.418823,2.010000
27,1.389522,2.033333
28,1.370203,2.071672
29,1.345815,2.106897
30,1.320755,2.135593
31,1.298568,2.182131
32,1.250000,2.153846
33,1.235714,2.210863
34,1.192869,2.203593
35,1.187708,2.284345
36,1.205323,2.429119
37,1.191721,2.520737
38,1.174672,2.599034
39,1.154506,2.663366
40,1.131635,2.733333
41,1.111828,2.840659
42,1.097046,2.905028
43,1.076132,3.023121
44,1.056795,3.119761
45,1.039920,3.236025
46,1.025692,3.370130
47,1.013726,3.446667
48,1.299383,1.289433
49,1.309262,1.319620
50,1.319555,1.343042
51,1.297045,1.338684
52,1.287037,1.340836
53,1.285494,1.358891
54,1.286822,1.381032
55,1.232456,1.333861
56,1.253754,1.375618
57,1.251506,1.396639
58,1.241431,1.400000
59,1.224012,1.395659
60,1.229290,1.422945
61,1.205755,1.410774
62,1.204611,1.431507
63,1.175243,1.399007
64,1.174338,1.424704
65,1.169444,1.439316
66,1.166667,1.458333
67,1.150068,1.453448
68,1.147340,1.475439
69,1.154910,1.520947
70,1.157601,1.554307
71,1.152990,1.579048
72,1.151599,1.595376
73,1.147222,1.622790
74,1.155462,1.676829
75,1.135989,1.654000
76,1.131507,1.675456
77,1.126703,1.694672
78,1.120760,1.713693
79,1.118046,1.745763
80,1.115020,1.764454
81,1.109312,1.790850
82,1.103356,1.810573
83,1.095745,1.823009
84,1.098383,1.886574
85,1.085752,1.870455
86,1.066326,1.813449
87,1.077428,1.931765
88,1.074803,1.973494
89,1.075297,2.024876
90,1.061856,1.995157
91,1.059432,2.050000
92,1.056555,2.086294
93,1.051348,2.121762
94,1.048656,2.160950
95,1.054902,2.273239
96,1.049415,2.305714
97,1.046753,2.356725
98,1.042746,2.410180
99,1.037275,2.445455
100,1.034749,2.504673
101,1.029412,2.555556
102,1.027132,2.667785
103,1.021656,2.682274
104,1.019206,2.773519
105,1.018041,2.872727
106,1.015564,2.965909
107,1.011568,3.026923
108,1.007864,3.177686
109,0.996372,2.964029
110,0.993734,3.317992
111,0.994019,3.066421
112,1.144304,1.132832
113,1.136420,1.132170
114,1.136763,1.135338
115,1.134254,1.137107
116,1.139241,1.145038
117,1.134591,1.144670
118,1.125622,1.141236
119,1.122829,1.142677
120,1.123134,1.147395
121,1.120347,1.150319
122,1.117574,1.151786
123,1.116193,1.154732
124,1.113440,1.157692
125,1.102906,1.145912
126,1.104496,1.152091
127,1.101205,1.149686
128,1.096386,1.150442
129,1.091776,1.147870
130,1.096502,1.160920
131,1.093863,1.162404
132,1.092548,1.168380
133,1.089928,1.168380
134,1.109159,1.248588
135,1.085919,1.172680
136,1.077922,1.170513
137,1.087635,1.204787
138,1.076561,1.174807
139,1.065593,1.153176
140,1.050167,1.118765
141,1.070340,1.182642
142,1.071934,1.199208
143,1.073113,1.206897
144,1.048998,1.134940
145,1.050562,1.145833
146,1.053288,1.161250
147,1.044297,1.132053
148,1.051311,1.177522
149,1.058005,1.224161
150,1.054085,1.222964
151,1.055684,1.239782
152,1.055620,1.249657
153,1.053302,1.259003
154,1.052083,1.266017
155,1.050750,1.265278
156,1.049654,1.280282
157,1.047235,1.287535
158,1.047181,1.285311
159,1.044828,1.296719
160,1.041143,1.288543
161,1.037079,1.237265
162,1.033149,1.197183
163,1.032044,1.202059
164,1.030905,1.194373
165,1.044341,1.405024
166,1.044392,1.428115
167,1.041909,1.438907
168,1.044497,1.467105
169,1.030269,1.288920
170,1.031854,1.368024
171,1.032037,1.411581
172,1.030892,1.430159
173,1.030963,1.459416
174,1.028506,1.447833
175,1.025872,1.388128
176,1.026166,1.473856
177,1.022523,1.443561
178,1.023810,1.492562
179,1.023918,1.542024
180,1.021616,1.567190
181,1.021640,1.587611
182,1.020501,1.623188
183,1.019384,1.649446
184,1.017045,1.660482
185,1.015748,1.609626
186,1.015855,1.689265
187,1.014723,1.719770
188,1.014790,1.784000
189,1.012500,1.814664
190,1.010158,1.793587
191,1.010193,1.854470
192,1.009070,1.905782
193,1.007892,1.956236
194,1.005501,1.714822
195,1.006896,2.157635
196,1.003341,1.888889
197,1.003371,1.993304
198,1.002230,1.967177
199,1.000000,1.995565
200,0.998883,2.113475
201,0.997802,1.969631
202,0.997790,2.066362
203,0.996663,2.212346
204,0.995511,2.390836
205,0.994457,2.282443
206,0.992257,2.317829
207,0.993355,2.360526
208,1.074324,1.061179
209,1.076836,1.065996
210,1.075621,1.065996
211,1.075621,1.068386
212,1.074408,1.068386
213,1.073281,1.069663
214,1.073198,1.070786
215,1.071991,1.071991
216,1.073281,1.075706
217,1.069585,1.073198
218,1.068462,1.074492
219,1.068462,1.075706
220,1.073613,1.084668
221,1.062430,1.070786
222,1.062430,1.074408
223,1.060000,1.071910
224,1.058824,1.073116
225,1.055249,1.070628
226,1.058824,1.076749
227,1.055310,1.075536
228,1.055310,1.076749
229,1.050605,1.071829
230,1.049451,1.071829
231,1.040174,1.059734
232,1.042484,1.065702
233,1.050605,1.080317
234,1.059086,1.098266
235,1.059152,1.100928
236,1.059284,1.106308
237,1.060538,1.110329
238,1.059284,1.110199
239,1.056920,1.108899
240,1.055741,1.110199
241,1.054505,1.110070
242,1.049614,1.100578
243,1.053274,1.111241
244,1.053215,1.113716
245,1.053274,1.116471
246,1.047305,1.106977
247,1.050941,1.119104
248,1.048565,1.116334
249,1.047409,1.116334
250,1.047357,1.118824
251,1.048565,1.121606
252,1.051168,1.134454
253,1.048780,1.131579
254,1.048780,1.134293
255,1.047566,1.134132
256,1.046409,1.135492
257,1.045254,1.135492
258,1.044150,1.139759
259,1.034707,1.117096
260,1.032467,1.114486
261,1.030205,1.111758
262,1.031317,1.115654
263,1.030205,1.116959
264,1.032503,1.126478
265,1.027987,1.118267
266,1.031351,1.128994
267,1.029095,1.124853
268,1.036026,1.147521
269,1.037363,1.161132
270,1.036105,1.156288
271,1.033806,1.154689
272,1.035126,1.167079
273,1.033880,1.163592
274,1.033880,1.165025
275,1.033991,1.172886
276,1.032823,1.172671
277,1.024705,1.145258
278,1.030534,1.173913
279,1.030601,1.181704
280,1.028261,1.173697
281,1.030635,1.189394
282,1.028322,1.187421
283,1.027263,1.190898
284,1.028446,1.202046
285,1.027352,1.202305
286,1.021482,1.168305
287,1.019272,1.169533
288,1.019272,1.175309
289,1.019272,1.176761
290,1.018182,1.178218
291,1.018201,1.182836
292,1.017112,1.184309
293,1.019334,1.195214
294,1.020518,1.217783
295,1.019438,1.224384
296,1.019438,1.230769
297,1.018359,1.232680
298,1.017241,1.237221
299,1.014957,1.213282
300,1.017260,1.250663
301,1.017335,1.281037
302,1.015103,1.271622
303,1.015201,1.298611
304,1.015168,1.305014
305,1.014054,1.310056
306,1.014054,1.321127
307,1.012973,1.327196
308,1.011853,1.322535
309,1.010764,1.333807
310,1.010893,1.414634
311,1.010977,1.485484
312,1.009730,1.406626
313,1.007447,1.324476
314,1.006390,1.344239
315,1.006397,1.362193
316,1.006397,1.378102
317,1.006410,1.395555
318,1.005330,1.407463
319,1.004269,1.427921
320,1.003195,1.440367
321,1.003198,1.461180
322,1.003198,1.479560
323,1.001066,1.512077
324,1.001065,1.523501
325,1.001066,1.557214
326,1.001066,1.557214
327,1.001066,1.557214
328,1.001066,1.557214
329,1.001066,1.557214
330,1.001066,1.557214
331,1.001066,1.557214
332,1.001066,1.557214
333,1.001066,1.557214
334,1.001066,1.557214
335,1.001066,1.557214
